,CIK,Company_Name,Filing,Date
9419,906549,DRUMMOND FINANCIAL CORP (CIK 0000906549),10-Q,2002-05-15
9420,906549,DRUMMOND FINANCIAL CORP (CIK 0000906549),10-Q,2002-02-14
9421,906549,DRUMMOND FINANCIAL CORP (CIK 0000906549),10-K/A,2001-12-11
9422,906549,DRUMMOND FINANCIAL CORP (CIK 0000906549),10-Q,2001-11-14
9423,906549,DRUMMOND FINANCIAL CORP (CIK 0000906549),10-Q,2001-05-15
9424,906549,DRUMMOND FINANCIAL CORP (CIK 0000906549),10-Q,2001-02-14
9425,906549,DRUMMOND FINANCIAL CORP (CIK 0000906549),10-Q,2000-11-14
9426,880174,SCIENTIFIC GAMES HOLDINGS CORP (CIK 0000880174),10-Q,2000-08-14
9427,910408,MHM SERVICES INC (CIK 0000910408),10-Q,2001-05-15
9428,910408,MHM SERVICES INC (CIK 0000910408),10-Q,2001-02-14
9429,910408,MHM SERVICES INC (CIK 0000910408),10-K,2001-01-12
9430,910408,MHM SERVICES INC (CIK 0000910408),10-Q,2000-08-09
9431,907069,USCI INC (CIK 0000907069),10-K,2001-04-12
9432,907069,USCI INC (CIK 0000907069),10-Q,2000-11-20
9433,907069,USCI INC (CIK 0000907069),10-Q,2000-08-18
9434,907069,USCI INC (CIK 0000907069),10-Q,2000-07-11
9435,807708,KENETECH CORP (CIK 0000807708),10-Q,2000-11-14
9436,807708,KENETECH CORP (CIK 0000807708),10-Q,2000-08-14
9437,900741,HAVEN BANCORP INC (CIK 0000900741),10-Q,2000-11-14
9438,900741,HAVEN BANCORP INC (CIK 0000900741),10-K/A,2000-10-12
9439,900741,HAVEN BANCORP INC (CIK 0000900741),10-Q,2000-08-03
9440,824435,OROAMERICA INC (CIK 0000824435),10-Q,2001-06-15
9441,824435,OROAMERICA INC (CIK 0000824435),10-Q,2000-12-07
9442,824435,OROAMERICA INC (CIK 0000824435),10-Q,2000-09-08
9443,899717,AMERICAN RESOURCES OFFSHORE INC (CIK 0000899717),10-Q,2001-11-14
9444,899717,AMERICAN RESOURCES OFFSHORE INC (CIK 0000899717),10-Q,2001-08-14
9445,899717,AMERICAN RESOURCES OFFSHORE INC (CIK 0000899717),10-Q,2001-05-15
9446,899717,AMERICAN RESOURCES OFFSHORE INC (CIK 0000899717),10-Q,2000-11-13
9447,899717,AMERICAN RESOURCES OFFSHORE INC (CIK 0000899717),10-Q,2000-08-10
9448,910391,ONHEALTH NETWORK CO (CIK 0000910391),10-Q,2000-08-14
9449,912737,BLC FINANCIAL SERVICES INC (CIK 0000912737),10-Q,2000-11-08
9450,912737,BLC FINANCIAL SERVICES INC (CIK 0000912737),10-K,2000-09-28
9451,907077,URBAN SHOPPING CENTERS INC (CIK 0000907077),10-Q,2000-08-11
9452,910058,DETROIT DIESEL CORP (CIK 0000910058),10-Q,2000-08-11
9453,911644,CROSSMANN COMMUNITIES INC (CIK 0000911644),10-K,2002-02-12
9454,911644,CROSSMANN COMMUNITIES INC (CIK 0000911644),10-Q,2001-11-14
9455,911644,CROSSMANN COMMUNITIES INC (CIK 0000911644),10-Q,2001-08-14
9456,911644,CROSSMANN COMMUNITIES INC (CIK 0000911644),10-Q,2001-05-15
9457,911644,CROSSMANN COMMUNITIES INC (CIK 0000911644),10-K,2001-03-05
9458,911644,,10-Q,2000-11-14
9459,911644,CROSSMANN COMMUNITIES INC (CIK 0000911644),10-Q,2000-08-11
9460,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-Q,2001-11-14
9461,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-K/A,2001-10-26
9462,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-K,2001-09-24
9463,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-Q,2001-05-14
9464,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-Q,2001-02-14
9465,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-Q,2000-11-14
9466,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-K/A,2000-10-30
9467,830404,IWERKS ENTERTAINMENT INC (CIK 0000830404),10-K,2000-09-28
9468,913159,MBC HOLDING CO (CIK 0000913159),10-Q,2001-11-14
9469,913159,MBC HOLDING CO (CIK 0000913159),10-Q,2001-08-14
9470,913159,MINNESOTA BREWING CO (CIK 0000913159),10-Q,2001-05-15
9471,913159,MINNESOTA BREWING CO (CIK 0000913159),10-K/A,2001-05-01
9472,913159,MINNESOTA BREWING CO (CIK 0000913159),10-Q,2000-11-14
9473,913159,MINNESOTA BREWING CO (CIK 0000913159),10-Q,2000-08-14
9474,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-Q,2002-08-19
9475,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-K/A,2002-05-28
9476,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-Q,2002-05-15
9477,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-K,2002-04-01
9478,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-Q,2001-11-14
9479,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-Q,2001-08-14
9480,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-Q,2001-05-15
9481,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-Q,2000-11-14
9482,909725,BUCKHEAD AMERICA CORP (CIK 0000909725),10-Q,2000-08-14
9483,912027,MALIBU ENTERTAINMENT WORLDWIDE INC (CIK 0000912027),10-Q,2001-11-13
9484,912027,MALIBU ENTERTAINMENT WORLDWIDE INC (CIK 0000912027),10-Q,2001-08-10
9485,912027,MALIBU ENTERTAINMENT WORLDWIDE INC (CIK 0000912027),10-Q,2001-05-11
9486,912027,MALIBU ENTERTAINMENT WORLDWIDE INC (CIK 0000912027),10-Q,2000-11-14
9487,912027,MALIBU ENTERTAINMENT WORLDWIDE INC (CIK 0000912027),10-Q,2000-08-14
9488,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2001-11-15
9489,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2001-09-11
9490,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2001-08-16
9491,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2000-11-14
9492,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2000-08-14
9493,911876,GOLDEN SYSTEMS INC (CIK 0000911876),10-K,2000-12-21
9494,912842,APPLIED SCIENCE & TECHNOLOGY INC (CIK 0000912842),10-Q,2000-11-14
9495,912842,APPLIED SCIENCE & TECHNOLOGY INC (CIK 0000912842),10-K/A,2000-10-27
9496,912842,APPLIED SCIENCE & TECHNOLOGY INC (CIK 0000912842),10-K,2000-09-27
9497,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2001-08-13
9498,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2001-05-10
9499,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2000-11-13
9500,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2000-08-14
9501,898802,OSAGE SYSTEMS GROUP INC (CIK 0000898802),10-Q,2000-11-14
9502,898802,OSAGE SYSTEMS GROUP INC (CIK 0000898802),10-Q,2000-08-14
9503,911361,SPIEKER PROPERTIES INC (CIK 0000911361),10-K/A,2001-06-06
9504,911361,SPIEKER PROPERTIES INC (CIK 0000911361),10-Q,2001-05-15
9505,911361,SPIEKER PROPERTIES INC (CIK 0000911361),10-K,2001-03-23
9506,911361,SPIEKER PROPERTIES INC (CIK 0000911361),10-Q,2000-11-14
9507,911361,SPIEKER PROPERTIES INC (CIK 0000911361),10-Q,2000-08-14
9508,912894,BOLLINGER INDUSTRIES INC (CIK 0000912894),10-Q,2001-08-14
9509,912894,BOLLINGER INDUSTRIES INC (CIK 0000912894),10-Q,2001-02-14
9510,912894,BOLLINGER INDUSTRIES INC (CIK 0000912894),10-Q,2000-11-17
9511,912894,BOLLINGER INDUSTRIES INC (CIK 0000912894),10-Q,2000-08-11
9512,910646,OMOPLATA CORP. (CIK 0000910646),10-Q,2010-11-17
9513,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2003-08-11
9514,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2003-05-15
9515,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-K,2003-03-31
9516,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2002-11-15
9517,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2002-08-14
9518,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2002-05-15
9519,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-K,2002-04-01
9520,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2001-11-14
9521,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2001-08-14
9522,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2001-05-15
9523,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-K,2001-03-28
9524,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2000-08-14
9525,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-Q,2001-11-14
9526,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-Q,2001-08-14
9527,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-Q,2001-05-14
9528,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-K,2001-03-30
9529,913056,AXYS PHARMECUETICALS INC (CIK 0000913056),10-Q,2000-11-14
9530,913056,AXYS PHARMECUETICALS INC (CIK 0000913056),10-Q,2000-08-14
9531,913061,TV GUIDE INC (CIK 0000913061),10-Q,2000-11-14
9532,913061,TV GUIDE INC (CIK 0000913061),10-Q,2000-08-14
9533,912295,GC COMPANIES INC (CIK 0000912295),10-Q,2002-03-22
9534,912295,GC COMPANIES INC (CIK 0000912295),10-Q,2001-09-14
9535,912295,GC COMPANIES INC (CIK 0000912295),10-Q,2001-06-14
9536,912295,GC COMPANIES INC (CIK 0000912295),10-Q,2001-03-19
9537,912295,GC COMPANIES INC (CIK 0000912295),10-Q,2000-09-14
9538,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2012-02-14
9539,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2011-11-14
9540,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q/A,2011-09-14
9541,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2011-08-18
9542,1434598,Intelimax Media Inc. (CIK 0001434598),10-K/A,2011-08-10
9543,1434598,Intelimax Media Inc. (CIK 0001434598),10-K,2011-06-28
9544,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q/A,2011-03-01
9545,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2011-02-16
9546,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2010-11-18
9547,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2010-08-16
9548,1434598,Intelimax Media Inc. (CIK 0001434598),10-K,2010-07-09
9549,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2010-02-16
9550,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2009-11-23
9551,1434598,Intelimax Media Inc. (CIK 0001434598),10-Q,2009-08-19
9552,1434598,Cicero Resources Corp. (CIK 0001434598),10-Q,2009-05-19
9553,1434598,Cicero Resources Corp. (CIK 0001434598),10-K,2009-03-31
9554,1434598,Cicero Resources Corp. (CIK 0001434598),10-Q/A,2008-11-05
9555,1434598,Cicero Resources Corp. (CIK 0001434598),10-Q,2008-11-04
9556,1434598,Cicero Resources Corp. (CIK 0001434598),10-Q,2008-08-20
9557,1434598,Cicero Resources Corp. (CIK 0001434598),10-Q,2008-07-31
9558,870978,CLINTRIALS RESEARCH INC (CIK 0000870978),10-Q,2000-11-13
9559,870978,CLINTRIALS RESEARCH INC (CIK 0000870978),10-Q,2000-08-10
9560,730409,CLARIDGE HOTEL & CASINO CORP (CIK 0000730409),10-Q,2001-05-15
9561,730409,CLARIDGE HOTEL & CASINO CORP (CIK 0000730409),10-Q,2000-11-13
9562,730409,CLARIDGE HOTEL & CASINO CORP (CIK 0000730409),10-Q,2000-08-11
9563,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2011-05-16
9564,912086,SYMBOLLON CORP (CIK 0000912086),10-K,2011-04-15
9565,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2010-10-27
9566,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2010-08-16
9567,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2010-05-14
9568,912086,SYMBOLLON CORP (CIK 0000912086),10-K/A,2010-04-29
9569,912086,SYMBOLLON CORP (CIK 0000912086),10-K,2010-03-31
9570,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2009-11-16
9571,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2009-08-14
9572,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2009-05-15
9573,912086,SYMBOLLON CORP (CIK 0000912086),10-K,2009-03-30
9574,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2008-11-14
9575,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2008-08-14
9576,912086,SYMBOLLON CORP (CIK 0000912086),10-Q,2008-05-15
9577,912899,UTI ENERGY CORP (CIK 0000912899),10-Q,2001-04-18
9578,912899,UTI ENERGY CORP (CIK 0000912899),10-K,2001-02-23
9579,912899,UTI ENERGY CORP (CIK 0000912899),10-Q,2000-10-24
9580,912899,UTI ENERGY CORP (CIK 0000912899),10-Q/A,2000-10-11
9581,912899,UTI ENERGY CORP (CIK 0000912899),10-K/A,2000-10-11
9582,912899,UTI ENERGY CORP (CIK 0000912899),10-Q,2000-08-02
9583,914479,COASTCAST CORP (CIK 0000914479),10-Q,2003-09-25
9584,914479,COASTCAST CORP (CIK 0000914479),10-Q,2003-05-14
9585,914479,COASTCAST CORP (CIK 0000914479),10-K,2003-03-31
9586,914479,COASTCAST CORP (CIK 0000914479),10-Q,2002-11-14
9587,914479,COASTCAST CORP (CIK 0000914479),10-Q,2002-08-14
9588,914479,COASTCAST CORP (CIK 0000914479),10-Q,2002-05-09
9589,914479,COASTCAST CORP (CIK 0000914479),10-K,2002-03-27
9590,914479,COASTCAST CORP (CIK 0000914479),10-Q,2001-10-30
9591,914479,COASTCAST CORP (CIK 0000914479),10-Q,2001-07-27
9592,914479,COASTCAST CORP (CIK 0000914479),10-Q,2001-05-04
9593,914479,COASTCAST CORP (CIK 0000914479),10-K,2001-03-26
9594,914479,COASTCAST CORP (CIK 0000914479),10-Q,2000-10-26
9595,914479,COASTCAST CORP (CIK 0000914479),10-Q,2000-07-28
9596,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2005-11-09
9597,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2005-08-05
9598,913949,MACROMEDIA INC (CIK 0000913949),10-K,2005-06-15
9599,913949,MACROMEDIA INC (CIK 0000913949),10-K/A,2005-06-10
9600,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2005-02-08
9601,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2004-11-08
9602,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2004-08-02
9603,913949,MACROMEDIA INC (CIK 0000913949),10-K,2004-06-14
9604,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2004-02-02
9605,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2003-11-07
9606,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2003-07-31
9607,913949,MACROMEDIA INC (CIK 0000913949),10-K,2003-06-09
9608,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2003-02-10
9609,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2002-11-13
9610,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2002-08-14
9611,913949,MACROMEDIA INC (CIK 0000913949),10-K,2002-06-12
9612,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2002-02-14
9613,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2001-11-01
9614,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2001-08-03
9615,913949,MACROMEDIA INC (CIK 0000913949),10-K,2001-06-11
9616,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2001-02-02
9617,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2000-11-13
9618,913949,MACROMEDIA INC (CIK 0000913949),10-Q,2000-08-14
9619,869554,ACTIVE VOICE CORP (CIK 0000869554),10-Q,2000-11-14
9620,869554,ACTIVE VOICE CORP (CIK 0000869554),10-Q/A,2000-08-28
9621,869554,ACTIVE VOICE CORP (CIK 0000869554),10-Q,2000-08-14
9622,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2003-05-15
9623,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2003-02-12
9624,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-K,2002-12-30
9625,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2002-08-14
9626,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2002-05-15
9627,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2002-01-18
9628,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-K,2001-12-26
9629,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2001-07-26
9630,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2001-04-25
9631,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2001-01-23
9632,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-K,2000-12-20
9633,912219,FIDELITY BANCORP INC /DE/ (CIK 0000912219),10-Q,2000-07-21
9634,913599,ENCAD INC (CIK 0000913599),10-Q,2001-11-09
9635,913599,ENCAD INC (CIK 0000913599),10-Q,2001-08-13
9636,913599,ENCAD INC (CIK 0000913599),10-Q,2001-05-15
9637,913599,ENCAD INC (CIK 0000913599),10-Q/A,2001-03-09
9638,913599,ENCAD INC (CIK 0000913599),10-Q/A,2001-03-09
9639,913599,ENCAD INC (CIK 0000913599),10-Q/A,2001-03-09
9640,913599,ENCAD INC (CIK 0000913599),10-Q,2000-11-14
9641,913599,ENCAD INC (CIK 0000913599),10-Q,2000-08-14
9642,892058,ODWALLA INC (CIK 0000892058),10-K,2001-11-29
9643,892058,ODWALLA INC (CIK 0000892058),10-Q,2001-07-17
9644,892058,ODWALLA INC (CIK 0000892058),10-Q,2001-04-17
9645,892058,ODWALLA INC (CIK 0000892058),10-Q,2001-01-16
9646,892058,ODWALLA INC (CIK 0000892058),10-K,2000-11-30
9647,892058,ODWALLA INC (CIK 0000892058),10-Q,2000-07-11
9648,914027,PROXIM INC /DE/ (CIK 0000914027),10-K,2002-02-25
9649,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q,2001-11-14
9650,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q,2001-08-14
9651,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q,2001-05-15
9652,914027,PROXIM INC /DE/ (CIK 0000914027),10-K,2001-02-07
9653,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q/A,2001-01-26
9654,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q/A,2001-01-26
9655,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q/A,2001-01-26
9656,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q,2000-11-14
9657,914027,PROXIM INC /DE/ (CIK 0000914027),10-Q,2000-08-14
9658,913292,CENTER TRUST INC (CIK 0000913292),10-K/A,2002-11-21
9659,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2002-11-14
9660,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2002-08-14
9661,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2002-05-15
9662,913292,CENTER TRUST INC (CIK 0000913292),10-K/A,2002-04-30
9663,913292,CENTER TRUST INC (CIK 0000913292),10-K,2002-03-29
9664,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2001-11-13
9665,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2001-08-14
9666,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2001-05-15
9667,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2000-11-14
9668,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2000-08-14
9669,1685462,"Shuttle Pharmaceuticals, Inc. (CIK 0001685462)",10-Q,2017-11-20
9670,1685462,"Shuttle Pharmaceuticals, Inc. (CIK 0001685462)",10-Q,2017-08-14
9671,1685462,"Shuttle Pharmaceuticals, Inc. (CIK 0001685462)",10-Q,2017-06-26
9672,854694,QUORUM HEALTH GROUP INC (CIK 0000854694),10-Q,2001-02-09
9673,854694,QUORUM HEALTH GROUP INC (CIK 0000854694),10-K/A,2001-01-08
9674,854694,QUORUM HEALTH GROUP INC (CIK 0000854694),10-Q,2000-11-14
9675,854694,QUORUM HEALTH GROUP INC (CIK 0000854694),10-K,2000-09-28
9676,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q,2001-05-15
9677,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-K/A,2001-05-01
9678,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01
9679,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01
9680,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01
9681,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01
9682,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01
9683,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q,2001-02-14
9684,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q,2000-11-14
9685,910522,HALLMARK CAPITAL CORP (CIK 0000910522),10-K,2000-09-22
9686,912428,WESTERFED FINANCIAL CORP (CIK 0000912428),10-Q,2000-11-06
9687,912428,WESTERFED FINANCIAL CORP (CIK 0000912428),10-Q,2000-08-11
9688,845613,FRANKLIN SELECT REALTY TRUST (CIK 0000845613),10-Q,2000-11-15
9689,845613,FRANKLIN SELECT REALTY TRUST (CIK 0000845613),10-Q,2000-08-14
9690,912080,JP REALTY INC (CIK 0000912080),10-Q,2002-05-09
9691,912080,JP REALTY INC (CIK 0000912080),10-K/A,2002-04-18
9692,912080,JP REALTY INC (CIK 0000912080),10-K,2002-02-15
9693,912080,JP REALTY INC (CIK 0000912080),10-Q,2001-11-09
9694,912080,JP REALTY INC (CIK 0000912080),10-Q,2001-08-09
9695,912080,JP REALTY INC (CIK 0000912080),10-Q,2001-05-14
9696,912080,JP REALTY INC (CIK 0000912080),10-K,2001-02-14
9697,912080,JP REALTY INC (CIK 0000912080),10-Q,2000-11-09
9698,912080,JP REALTY INC (CIK 0000912080),10-Q,2000-08-10
9699,914642,LINCOLN SNACKS CO (CIK 0000914642),10-Q,2001-05-11
9700,914642,LINCOLN SNACKS CO (CIK 0000914642),10-Q/A,2001-02-14
9701,914642,LINCOLN SNACKS CO (CIK 0000914642),10-Q,2001-02-08
9702,914642,LINCOLN SNACKS CO (CIK 0000914642),10-Q,2000-11-09
9703,914642,LINCOLN SNACKS CO (CIK 0000914642),10-K,2000-09-22
9704,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2002-11-12
9705,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2002-08-13
9706,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2002-05-03
9707,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2001-11-13
9708,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2001-08-14
9709,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2001-05-11
9710,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-K,2001-03-16
9711,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2000-11-13
9712,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-Q,2000-08-11
9713,913950,FULL LINE DISTRIBUTORS INC (CIK 0000913950),10-Q,2001-05-08
9714,913950,FULL LINE DISTRIBUTORS INC (CIK 0000913950),10-K,2001-03-28
9715,913950,FULL LINE DISTRIBUTORS INC (CIK 0000913950),10-Q,2000-11-13
9716,913950,FULL LINE DISTRIBUTORS INC (CIK 0000913950),10-Q,2000-08-10
9717,911434,HOTELWORKS COM INC (CIK 0000911434),10-Q,2001-08-14
9718,911434,HOTELWORKS COM INC (CIK 0000911434),10-Q,2001-07-23
9719,911434,HOTELWORKS COM INC (CIK 0000911434),10-K/A,2001-07-13
9720,911434,HOTELWORKS COM INC (CIK 0000911434),10-K,2001-06-21
9721,911434,HOTELWORKS COM INC (CIK 0000911434),10-Q,2000-11-13
9722,911434,HOTELWORKS COM INC (CIK 0000911434),10-Q,2000-08-11
9723,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2002-05-14
9724,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2002-02-12
9725,914923,ANCHOR GAMING (CIK 0000914923),10-K/A,2001-12-26
9726,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2001-11-14
9727,914923,ANCHOR GAMING (CIK 0000914923),10-K,2001-09-07
9728,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2001-05-15
9729,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2001-02-13
9730,914923,ANCHOR GAMING (CIK 0000914923),10-K/A,2000-12-22
9731,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2000-11-14
9732,914923,ANCHOR GAMING (CIK 0000914923),10-K/A,2000-10-27
9733,914923,ANCHOR GAMING (CIK 0000914923),10-K,2000-09-28
9734,915916,ANESTA CORP /DE/ (CIK 0000915916),10-Q,2000-08-14
9735,913888,VIDEO SERVICES CORP (CIK 0000913888),10-Q,2000-11-13
9736,913888,VIDEO SERVICES CORP (CIK 0000913888),10-K,2000-08-31
9737,914480,TRISM INC /DE/ (CIK 0000914480),10-Q,2001-11-16
9738,914480,TRISM INC /DE/ (CIK 0000914480),10-Q,2001-11-01
9739,914480,TRISM INC /DE/ (CIK 0000914480),10-Q,2001-05-22
9740,914480,TRISM INC /DE/ (CIK 0000914480),10-Q,2000-11-14
9741,914480,TRISM INC /DE/ (CIK 0000914480),10-Q,2000-08-11
9742,913358,TATHAM OFFSHORE INC (CIK 0000913358),10-Q,2001-02-14
9743,913358,TATHAM OFFSHORE INC (CIK 0000913358),10-Q,2000-11-14
9744,913358,TATHAM OFFSHORE INC (CIK 0000913358),10-K,2000-09-28
9745,913358,TATHAM OFFSHORE INC (CIK 0000913358),10-Q/A,2000-08-07
9746,912597,PACIFIC GULF PROPERTIES LIQUIDATING TRUST (CIK 0000912597),10-K,2004-09-09
9747,912597,PACIFIC GULF PROPERTIES LIQUIDATING TRUST (CIK 0000912597),10-K,2003-04-30
9748,912597,PACIFIC GULF PROPERTIES INC (CIK 0000912597),10-K,2002-07-09
9749,912597,PACIFIC GULF PROPERTIES INC (CIK 0000912597),10-Q,2001-08-13
9750,912597,PACIFIC GULF PROPERTIES INC (CIK 0000912597),10-K/A,2001-06-15
9751,912597,PACIFIC GULF PROPERTIES INC (CIK 0000912597),10-Q,2001-05-14
9752,912597,PACIFIC GULF PROPERTIES INC (CIK 0000912597),10-K,2001-03-30
9753,912597,PACIFIC GULF PROPERTIES INC (CIK 0000912597),10-Q,2000-11-14
9754,912597,PACIFIC GULF PROPERTIES INC (CIK 0000912597),10-Q,2000-08-14
