,CIK,Company_Name,Filing,Date,Hedge_FalsePositive
5206,701985,LIMITED BRANDS INC (LB) (CIK 0000701985),10-Q,2012-08-31,1
5207,701985,LIMITED BRANDS INC (LB) (CIK 0000701985),10-Q,2012-08-31,1
5208,701985,LIMITED BRANDS INC (LB) (CIK 0000701985),10-Q,2012-11-30,1
5209,701985,LIMITED BRANDS INC (LB) (CIK 0000701985),10-Q,2012-11-30,1
5210,701985,LIMITED BRANDS INC (LB) (CIK 0000701985),10-K,2013-03-22,1
5211,701985,LIMITED BRANDS INC (LB) (CIK 0000701985),10-K,2013-03-22,1
5212,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2013-06-07,1
5213,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2013-06-07,1
5214,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2013-09-06,1
5215,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2013-09-06,1
5216,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2013-12-06,1
5217,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2013-12-06,1
5218,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-K,2014-03-21,1
5219,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-K,2014-03-21,1
5220,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2014-06-06,1
5221,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2014-06-06,1
5222,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2014-09-05,1
5223,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2014-09-05,1
5224,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2014-12-05,1
5225,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2014-12-05,1
5226,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-K,2015-03-20,1
5227,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-K,2015-03-20,1
5228,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2015-06-05,1
5229,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2015-06-05,1
5230,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2015-09-04,1
5231,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2015-09-04,1
5232,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2015-12-04,1
5233,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2015-12-04,1
5234,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-K,2016-03-18,1
5235,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-K,2016-03-18,1
5236,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2016-06-03,1
5237,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2016-06-03,1
5238,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2016-09-02,1
5239,701985,"L Brands, Inc. (LB) (CIK 0000701985)",10-Q,2016-09-02,1
5240,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-K,2003-02-14,1
5241,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-K,2003-02-14,1
5242,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2003-08-15,1
5243,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2003-08-15,1
5244,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2003-11-06,1
5245,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2003-11-06,1
5246,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-K,2004-02-13,1
5247,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-K,2004-02-13,1
5248,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2004-05-06,1
5249,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2004-05-06,1
5250,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2004-08-02,1
5251,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2004-10-28,1
5252,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-K,2005-03-03,1
5253,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-K,2006-02-24,1
5254,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2010-04-30,1
5255,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2010-08-05,1
5256,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2010-11-05,1
5257,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2011-05-02,1
5258,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2011-08-02,1
5259,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2011-10-28,1
5260,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2012-04-30,1
5261,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2012-07-31,1
5262,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2012-11-02,1
5263,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2020-04-27,1
5264,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2020-07-27,1
5265,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2020-10-27,1
5266,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2021-04-27,1
5267,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2021-07-27,1
5268,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-Q,2021-10-28,1
5269,59527,LINCOLN ELECTRIC HOLDINGS INC (LECO) (CIK 0000059527),10-K,2022-02-18,1
5270,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2004-05-13,1
5271,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2004-08-09,1
5272,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q/A,2004-08-10,1
5273,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2004-11-10,1
5274,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-K,2005-03-16,1
5275,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2005-05-10,1
5276,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2005-08-05,1
5277,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2005-11-04,1
5278,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-K,2006-03-01,1
5279,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2006-05-05,1
5280,352363,CLAIBORNE LIZ INC (CIK 0000352363),10-Q,2006-08-02,1
5281,936468,LOCKHEED MARTIN CORP (LMT) (CIK 0000936468),10-K,2005-02-28,1
5282,936468,LOCKHEED MARTIN CORP (LMT) (CIK 0000936468),10-K,2006-02-28,1
5283,936468,LOCKHEED MARTIN CORP (LMT) (CIK 0000936468),10-Q,2011-04-27,1
5284,936468,LOCKHEED MARTIN CORP (LMT) (CIK 0000936468),10-Q,2011-07-27,1
5285,936468,LOCKHEED MARTIN CORP (LMT) (CIK 0000936468),10-Q,2011-10-27,1
5286,936468,LOCKHEED MARTIN CORP (LMT) (CIK 0000936468),10-K,2012-02-23,1
5287,60086,LOEWS CORP (L) (CIK 0000060086),10-K,2012-02-22,1
5288,60086,LOEWS CORP (L) (CIK 0000060086),10-K,2013-02-22,1
5289,60086,LOEWS CORP (L) (CIK 0000060086),10-K,2014-02-24,1
5290,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2021-08-26,1
5291,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2021-11-24,1
5292,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-K,2022-03-21,1
5293,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2022-05-26,1
5294,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2022-08-25,1
5295,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2001-11-14,1
5296,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2002-04-26,1
5297,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2002-08-13,1
5298,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2002-11-07,1
5299,1062379,KEYSPAN CORP (CIK 0001062379),10-K,2003-03-25,1
5300,1062379,KEYSPAN CORP (CIK 0001062379),10-K,2003-03-25,1
5301,1062379,KEYSPAN CORP (CIK 0001062379),10-K/A,2003-07-24,1
5302,1062379,KEYSPAN CORP (CIK 0001062379),10-K/A,2003-07-24,1
5303,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2003-08-06,1
5304,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2003-11-06,1
5305,1062379,KEYSPAN CORP (CIK 0001062379),10-K,2004-03-11,1
5306,1062379,KEYSPAN CORP (CIK 0001062379),10-K,2004-03-11,1
5307,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2004-04-30,1
5308,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2004-08-05,1
5309,1062379,KEYSPAN CORP (CIK 0001062379),10-Q,2004-11-04,1
5310,1062379,KEYSPAN CORP (CIK 0001062379),10-K,2005-03-02,1
5311,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2002-06-14,1
5312,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2002-09-16,1
5313,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-K,2003-01-28,1
5314,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2003-06-12,1
5315,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2003-09-12,1
5316,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-K,2004-01-21,1
5317,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2004-03-16,1
5318,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2004-06-14,1
5319,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2004-09-14,1
5320,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-K,2005-01-14,1
5321,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-Q,2005-06-09,1
5322,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-K,2006-01-17,1
5323,60302,LONGVIEW FIBRE CO (CIK 0000060302),10-K,2006-01-17,1
5324,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2021-08-26,1
5325,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2021-11-24,1
5326,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-K,2022-03-21,1
5327,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2022-05-26,1
5328,60667,LOWES COMPANIES INC (LOW) (CIK 0000060667),10-Q,2022-08-25,1
5329,60751,LUBRIZOL CORP (CIK 0000060751),10-Q,2002-11-12,1
5330,60751,LUBRIZOL CORP (CIK 0000060751),10-K,2003-03-26,1
5331,60751,LUBRIZOL CORP (CIK 0000060751),10-Q,2003-11-06,1
5332,60751,LUBRIZOL CORP (CIK 0000060751),10-K,2004-03-01,1
5333,60751,LUBRIZOL CORP (CIK 0000060751),10-K,2005-03-04,1
5334,60751,LUBRIZOL CORP (CIK 0000060751),10-K,2006-03-01,1
5335,60751,LUBRIZOL CORP (CIK 0000060751),10-K,2007-02-28,1
5336,60751,LUBRIZOL CORP (CIK 0000060751),10-K/A,2007-11-09,1
5337,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2001-12-06,1
5338,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2002-01-03,1
5339,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2002-03-29,1
5340,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2002-06-19,1
5341,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2002-11-27,1
5342,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2003-01-03,1
5343,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2003-03-31,1
5344,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2003-06-19,1
5345,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2003-06-19,1
5346,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2003-11-25,1
5347,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2003-11-25,1
5348,16099,LUBYS INC (LUB) (CIK 0000016099),10-K/A,2003-12-23,1
5349,16099,LUBYS INC (LUB) (CIK 0000016099),10-K/A,2003-12-23,1
5350,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2004-01-02,1
5351,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2004-03-12,1
5352,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2004-03-12,1
5353,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2004-06-14,1
5354,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2004-06-14,1
5355,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2004-11-05,1
5356,16099,LUBYS INC (LUB) (CIK 0000016099),10-K/A,2004-12-28,1
5357,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2005-01-03,1
5358,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q/A,2005-03-29,1
5359,16099,LUBYS INC (LUB) (CIK 0000016099),10-K/A,2005-03-29,1
5360,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2005-03-29,1
5361,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2005-06-10,1
5362,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2005-11-14,1
5363,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2005-12-30,1
5364,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2006-11-13,1
5365,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2006-12-21,1
5366,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2007-03-23,1
5367,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2007-06-15,1
5368,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2007-11-09,1
5369,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2007-12-28,1
5370,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2008-03-24,1
5371,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2008-06-16,1
5372,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2008-11-07,1
5373,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2008-12-19,1
5374,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2009-03-20,1
5375,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2009-06-12,1
5376,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2009-11-09,1
5377,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2009-12-22,1
5378,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2010-03-19,1
5379,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2010-06-11,1
5380,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2010-11-08,1
5381,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2010-12-21,1
5382,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2011-03-11,1
5383,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2011-06-10,1
5384,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2011-11-14,1
5385,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2011-12-27,1
5386,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2012-03-23,1
5387,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2012-06-15,1
5388,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2012-11-13,1
5389,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2012-12-26,1
5390,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2013-03-25,1
5391,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2013-06-17,1
5392,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2013-11-12,1
5393,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2013-12-20,1
5394,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2014-03-28,1
5395,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2014-06-16,1
5396,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2014-11-12,1
5397,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2014-12-19,1
5398,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2015-03-23,1
5399,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2015-06-15,1
5400,16099,LUBYS INC (LUB) (CIK 0000016099),10-K,2015-11-09,1
5401,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2016-01-25,1
5402,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2016-04-18,1
5403,16099,LUBYS INC (LUB) (CIK 0000016099),10-Q,2016-07-11,1
5404,68709,MTS SYSTEMS CORP (MTSC) (CIK 0000068709),10-K,2013-11-27,1
5405,68709,MTS SYSTEMS CORP (MTSC) (CIK 0000068709),10-Q,2019-08-05,1
5406,61138,MACDERMID INC (CIK 0000061138),10-K,2007-02-21,1
5407,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2003-03-31,1
5408,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2004-03-12,1
5409,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K/A,2005-03-14,1
5410,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2005-03-16,1
5411,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2006-02-28,1
5412,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2007-03-01,1
5413,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2008-02-29,1
5414,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2009-03-02,1
5415,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2010-03-01,1
5416,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2011-03-01,1
5417,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2011-11-08,1
5418,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2012-02-29,1
5419,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2012-05-04,1
5420,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2012-11-05,1
5421,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2013-02-28,1
5422,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2013-05-07,1
5423,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2013-08-02,1
5424,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2013-11-01,1
5425,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2014-02-21,1
5426,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2014-05-06,1
5427,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2014-08-01,1
5428,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2014-10-31,1
5429,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2015-02-20,1
5430,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2015-05-06,1
5431,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2015-08-07,1
5432,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2015-11-03,1
5433,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2016-02-29,1
5434,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2016-05-10,1
5435,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2016-08-09,1
5436,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2016-08-09,1
5437,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2016-11-03,1
5438,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2016-11-03,1
5439,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2017-02-28,1
5440,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2017-02-28,1
5441,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2017-05-09,1
5442,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2017-08-08,1
5443,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-Q,2017-11-07,1
5444,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2018-02-23,1
5445,61986,MANITOWOC CO INC (MTW) (CIK 0000061986),10-K,2019-02-13,1
5446,766561,HICKORY TECH CORP (CIK 0000766561),10-Q/A,2012-11-09,1
5447,766561,HICKORY TECH CORP (CIK 0000766561),10-Q/A,2012-11-09,1
5448,766561,HICKORY TECH CORP (CIK 0000766561),10-Q,2012-11-09,1
5449,766561,HICKORY TECH CORP (CIK 0000766561),10-K/A,2012-11-09,1
5450,766561,HICKORY TECH CORP (CIK 0000766561),10-K,2013-03-07,1
5451,766561,HICKORY TECH CORP (CIK 0000766561),10-Q,2013-08-06,1
5452,766561,HICKORY TECH CORP (CIK 0000766561),10-Q,2013-11-05,1
5453,766561,HICKORY TECH CORP (CIK 0000766561),10-K,2014-03-06,1
5454,766561,HICKORY TECH CORP (CIK 0000766561),10-Q,2014-05-02,1
5455,766561,Enventis Corp (CIK 0000766561),10-Q,2014-07-30,1
5456,101778,MARATHON OIL CORP (MRO) (CIK 0000101778),10-Q,2017-11-02,1
5457,1070750,HOST MARRIOTT CORP/ (HST) (CIK 0001070750),10-K,2002-03-29,1
5458,1070750,HOST MARRIOTT CORP/ (HST) (CIK 0001070750),10-Q,2002-05-06,1
5459,1070750,HOST MARRIOTT CORP/ (HST) (CIK 0001070750),10-Q,2002-07-29,1
5460,1070750,HOST MARRIOTT CORP/ (HST) (CIK 0001070750),10-K,2003-03-31,1
5461,1070750,"HOST HOTELS & RESORTS, INC. (HST) (CIK 0001070750)",10-Q,2010-07-27,1
5462,1070750,"HOST HOTELS & RESORTS, INC. (HST) (CIK 0001070750)",10-Q,2010-10-15,1
5463,1061937,HOST HOTELS & RESORTS L.P. (CIK 0001061937),10-K,2011-02-24,1
5464,1061937,HOST HOTELS & RESORTS L.P. (CIK 0001061937),10-K,2012-02-22,1
5465,1061937,HOST HOTELS & RESORTS L.P. (CIK 0001061937),10-Q,2012-04-30,1
5466,1061937,HOST HOTELS & RESORTS L.P. (CIK 0001061937),10-Q,2012-07-23,1
5467,1061937,HOST HOTELS & RESORTS L.P. (CIK 0001061937),10-Q,2012-10-15,1
5468,1061937,HOST HOTELS & RESORTS L.P. (CIK 0001061937),10-K,2013-02-25,1
5469,1061937,HOST HOTELS & RESORTS L.P. (CIK 0001061937),10-Q,2013-05-07,1
5470,1070750,"HOST HOTELS & RESORTS, INC. (HST) (CIK 0001070750)",10-Q,2013-08-06,1
5471,1070750,"HOST HOTELS & RESORTS, INC. (HST) (CIK 0001070750)",10-K,2014-02-26,1
5472,1070750,"HOST HOTELS & RESORTS, INC. (HST) (CIK 0001070750)",10-K,2015-02-25,1
5473,62709,MARSH & MCLENNAN COMPANIES INC (MMC) (CIK 0000062709),10-K,2001-03-29,1
5474,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2011-05-06,1
5475,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2011-08-05,1
5476,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2011-11-04,1
5477,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-K,2012-02-28,1
5478,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2012-05-08,1
5479,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2012-08-08,1
5480,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2012-11-08,1
5481,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-K,2013-02-27,1
5482,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2013-05-09,1
5483,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2013-08-08,1
5484,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2013-11-07,1
5485,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-K,2014-02-27,1
5486,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2014-05-08,1
5487,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2014-08-04,1
5488,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-Q,2014-11-04,1
5489,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",10-K,2015-02-26,1
5490,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K,2001-03-09,1
5491,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K/A,2001-04-17,1
5492,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-Q,2001-05-15,1
5493,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K,2002-03-11,1
5494,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K,2003-03-10,1
5495,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K,2004-03-09,1
5496,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-Q,2004-05-10,1
5497,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-Q,2004-08-09,1
5498,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-Q,2004-11-09,1
5499,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-Q,2004-11-09,1
5500,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K,2005-03-15,1
5501,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-Q,2005-11-09,1
5502,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K,2006-03-02,1
5503,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-Q,2006-11-09,1
5504,62741,MARSHALL & ILSLEY CORP/WI/ (CIK 0000062741),10-K,2007-02-28,1
5505,62996,MASCO CORP /DE/ (MAS) (CIK 0000062996),10-K,2004-02-27,1
